jurisdicción,sector,ámbito,departamento,código_de_departamento,localidad,código_de_localidad,cueanexo,nombre,domicilio,c._p.,teléfono,mail,nro
Santa Fe,Estatal,Urbano,ROSARIO,82084,VILLA GOBERNADOR GALVEZ,82084043,820353800,TALLER DE EDUCACION MANUAL NRO 92 DORALIZA CABRERA,IGLESIAS 2225 TALLERES ,S2124,0341 5185140,taller92_villagdorgalvez@santafe.edu.ar,92
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820353900,TALLER DE EDUCACION MANUAL NRO 93 PROFESOR LUIS BORRUAT,ARISTOBULO DEL VALLE 4435 FOMENTO 9 DE JULIO ,S3000,0342 4577068,taller93_santafe@santafe.edu.ar,93
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820354000,TALLER DE EDUCACION MANUAL NRO 94 PEDRO BONIFACIO PALACIOS,LARREA 1237 AZCUENAGA ,S2000,0341 4727594,taller94_rosario@santafe.edu.ar,94
Santa Fe,Estatal,Urbano,IRIONDO,82056,OLIVEROS,82056017,820354100,TALLER DE EDUCACION MANUAL NRO 95 GENERAL SAN MARTIN,SANTA FE 254  ,S2206,0341 6010514,taller95_oliveros@santafe.edu.ar,95
Santa Fe,Estatal,Urbano,ROSARIO,82084,FUNES,82084023,820354200,TALLER DE EDUCACION MANUAL NRO 96 GENERAL MANUEL BELGRANO,BUENOS AIRES 1735  ,S2132,0341 4932200,taller96_funes@santafe.edu.ar,96
Santa Fe,Estatal,Urbano,SAN JERONIMO,82105,CORONDA,82105009,820354300,TALLER DE EDUCACION MANUAL NRO 97 PABLO A. PIZZURNO,SARMIENTO 2198 LA CUARTA ,S2240,0342 4910824,taller97_coronda@santafe.edu.ar,97
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820354400,TALLER DE EDUCACION MANUAL NRO 98 EL HORNERO,MITRE 4596 DOMINGO MATHEU ,S2000,0341 4729710,taller98_rosario@santafe.edu.ar,98
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820354500,TALLER DE EDUCACION MANUAL NRO 99 ROSARIO CUNA DE LA BANDERA,AMENABAR 2379 JORGE CURA ,S2000,0341 4725520,taller99_rosario@santafe.edu.ar,99
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,RUFINO,82042037,820354600,TALLER DE EDUCACION MANUAL NRO 100 GODOFREDO DAIREAUX,JUAN BAUTISTA JUSTO 57  ,S6100,0341 4370015,taller100_rufino@santafe.edu.ar,100
Santa Fe,Estatal,Urbano,SAN JERONIMO,82105,MACIEL,82105021,820354700,TALLER DE EDUCACION MANUAL NRO 101 GENERAL MANUEL BELGRANO,MENDOZA 234  ,S2209,03476 470269,taller101_maciel@santafe.edu.ar,101
Santa Fe,Estatal,Urbano,LAS COLONIAS,82070,ESPERANZA,82070011,820354800,TALLER DE EDUCACION MANUAL NRO 102 JUAN ANSELMO,PRINGLES 1589 SUR ,S3080,03496 430518,taller102_esperanza@santafe.edu.ar,102
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820354900,TALLER DE EDUCACION MANUAL NRO 105 DOCTOR SALVADOR MAZZA,1RO DE MAYO 6855 BELGRANO ,S3000,0342 4579007,taller105_santafe@santafe.edu.ar,105
Santa Fe,Estatal,Urbano,IRIONDO,82056,SERODINO,82056022,820355000,TALLER DE EDUCACION MANUAL NRO 106 ALMIRANTE BROWN,LAS HERAS 920  ,S2216,03476 490039,taller106_serodino@santafe.edu.ar,106
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820355100,TALLER DE EDUCACION MANUAL NRO 110 11 DE SEPTIEMBRE,GENERAL MARIANO NECOCHEA 3345 CANDIOTI ,S3000,0342 4577066,taller110_santafe@santafe.edu.ar,110
Santa Fe,Estatal,Urbano,IRIONDO,82056,TOTORAS,82056023,820355200,TALLER DE EDUCACION MANUAL NRO 111 FLORENTINO AMEGHINO,25 DE MAYO 500  ,S2144,03476 462034,taller111_totoras@santafe.edu.ar,111
Santa Fe,Estatal,Urbano,CASEROS,82014,CASILDA,82014006,820355300,TALLER DE EDUCACION MANUAL NRO 116 GENERAL MANUEL BELGRANO,GENERAL JUAN LAS HERAS 2650 CENTRO ,S2170,03464 422469,taller116_casilda@santafe.edu.ar,116
Santa Fe,Estatal,Urbano,IRIONDO,82056,CAÑADA DE GOMEZ,82056005,820355400,TALLER DE EDUCACION MANUAL NRO 117 PABLO PIZZURNO,GARIBALDI 767  ,S2500,03471 427117,taller117_canadadegomez@santafe.edu.ar,117
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,SANTA TERESA,82028021,820355500,TALLER DE EDUCACION MANUAL NRO 118 DOCTOR DIEZ FIGUERAS,SAN MARTIN 531  ,S2111,03460 420166 / 420951,taller118_santateresa@santafe.edu.ar,118
Santa Fe,Estatal,Urbano,SAN JUSTO,82112,GOBERNADOR CRESPO,82112013,820355600,TALLER DE EDUCACION MANUAL NRO 120,A CASTELLANOS 355 CENTRO 9 DE JULIO Y CASTELLANOS,S3044,03498 481150,taller120_gobernadorcrespo@santafe.edu.ar,120
Santa Fe,Estatal,Rural,SAN JERONIMO,82105,GABOTO,82105013,820355700,TALLER DE EDUCACION MANUAL NRO 123 DGO. FAUSTINO SARMIENTO,SANCTI SPIRITU 451  ,S2208,03476 488050,taller123_gaboto@santafe.edu.ar,123
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,LAGUNA PAIVA,82063011,820355800,TALLER DE EDUCACION MANUAL NRO 124 OSCAR ALFREDO MONTEGROSS,LA RIOJA 819 VILLA TALLEROS ,S3020,0342 4942043,taller124_lagunapaiva@santafe.edu.ar,124
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820355900,TALLER DE EDUCACION MANUAL NRO 127 GENERAL JOSÉ DE SAN MARTÍN,PEDRO LINO FUNES 1260 BELGRANO ,S2000,0341 4727502,taller127_rosario@santafe.edu.ar,127
Santa Fe,Estatal,Urbano,BELGRANO,82007,TORTUGAS,82007011,820356000,TALLER DE EDUCACION MANUAL NRO 129,BOUQUET S/N   FEDERICO BONI 384,S2512,03471 494248,taller129_tortugas@santafe.edu.ar,129
Santa Fe,Estatal,Rural,GENERAL LOPEZ,82042,MAGGIOLO,82042030,820356100,TALLER DE EDUCACION MANUAL NRO 133 BRIGADIER ESTANISLAO LOPEZ,ALDAO 840  ,S2422,03462 492287,taller133_maggiolo@santafe.edu.ar,133
Santa Fe,Estatal,Rural,CONSTITUCION,82028,GODOY,82028011,820356200,TALLER DE EDUCACION MANUAL NRO 136 BERNARDINO RIVADAVIA,GENERAL BARTOLOME MITRE 963  ,S2921,03460 497040,taller136_godoy@santafe.edu.ar,136
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820356300,TALLER DE EDUCACION MANUAL NRO 137 AMADEO J. RAMIREZ,BV SEGUI BIS 101 LA TABLADA ,S2000,0341 4729733 cx 9733,taller137_rosario@santafe.edu.ar,137
Santa Fe,Estatal,Urbano,ROSARIO,82084,VILLA GOBERNADOR GALVEZ,82084043,820356400,TALLER DE EDUCACION MANUAL NRO 140 EMETRIO CELEDONIO ESCALADA,CORRIENTES 570 PUEBLO NUEVO ,S2124,0341 155707654,taller140_villagdorgalvez@santafe.edu.ar,140
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820356500,TALLER DE EDUCACION MANUAL NRO 144 ERNESTO ALVAREZ,LA PAZ 3050 PARQUE ,S2000,0341 4725535,taller144_rosario@santafe.edu.ar,144
Santa Fe,Estatal,Urbano,CASEROS,82014,CHAÑAR LADEADO,82014008,820356600,TALLER DE EDUCACION MANUAL NRO 146 GENERAL MANUEL BELGRANO,JOSE FORESTO 429  ,S2643,03468 481181,taller146_chanarladeado@santafe.edu.ar,146
Santa Fe,Estatal,Urbano,ROSARIO,82084,ACEBAL,82084001,820356700,TALLER DE EDUCACION MANUAL NRO 150 PABLO PIZZURNO,MARIA SAA PEREYRA 715  ,S2109,03469 421508,taller150_acebal@santafe.edu.ar,150
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,VILLA CAÑAS,82042049,820356800,TALLER DE EDUCACION MANUAL NRO 151 JOSE GERVASIO ARTIGAS,AVENIDA 50 187  ,S2607,03462 450436,taller151_villacanas@santafe.edu.ar,151
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820356900,TALLER DE EDUCACION MANUAL NRO 152 GENERAL LAGOS,WARNES 1002 SARMIENTO ,S2000,0341 7043446,taller152_rosario@santafe.edu.ar,152
Santa Fe,Estatal,Urbano,CASEROS,82014,AREQUITO,82014001,820357000,TALLER DE EDUCACION MANUAL NRO 153 ALMAFUERTE,RIVADAVIA 1360  ,S2183,03464 472010,taller153_arequito@santafe.edu.ar,153
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,SAN VICENTE,82021053,820357100,TALLER DE EDUCACION MANUAL NRO 154 YAPEYU,GÜEMES 76  ,S2447,03492 470603,taller154_sanvicente@santafe.edu.ar,154
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820357200,TALLER DE EDUCACION MANUAL NRO 156 MIROSLAV BARDONEK,LA PAZ 4146 BARRANQUITAS ,S3000,0342 4574752,taller156_santafe@santafe.edu.ar,156
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820357300,TALLER DE EDUCACION MANUAL NRO 158 ALMAFUERTE,AVENIDA BLAS PARERA 7674 LAS FLORES ,S3000,0342 4578994,taller158_santafe@santafe.edu.ar,158
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820357400,TALLER DE EDUCACION MANUAL NRO 160,BUENOS AIRES 2028 SAN MARTIN ,S3000,0342 4753482,taller160_santotome@santafe.edu.ar,160
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820357500,TALLER DE EDUCACION MANUAL NRO 162 ANTONIO LODOLO,MARCO POLO 463 ROQUE SAENZ PEÑA ,S2000,0341 4729601,taller162_rosario@santafe.edu.ar,162
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820357600,TALLER DE EDUCACION MANUAL NRO 163 MARIA REMEDIOS DEL VALLE,ALBERDI 2761 VILLA LUJAN ,S3016,0342 4753483,taller163_santotome@santafe.edu.ar,163
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820357700,TALLER DE EDUCACION MANUAL NRO 164 LOS QUILOAZAS,IGNACIO RISSO 1051 GUADALUPE ,S3000,0342 4579030,taller164_santafe@santafe.edu.ar,164
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820357800,TALLER DE EDUCACION MANUAL NRO 165 RUBEN DARIO,DONIZETTI 763 CASIANO CASAS ,S2000,0341 4726581,taller165_rosario@santafe.edu.ar,165
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,TEODELINA,82042047,820357900,TALLER DE EDUCACION MANUAL NRO 167 MALVINAS ARGENTINAS,DIEGO DE ALVEAR 124  ,S6009,- -,taller167_teodelina@santafe.edu.ar,167
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820358000,TALLER DE EDUCACION MANUAL NRO 169 PABLO PIZZURNO,BV PTE ROCA 302 9 DE JULIO ,S2300,03492 15680752,taller169_rafaela@santafe.edu.ar,169
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820358100,TALLER DE EDUCACION MANUAL NRO 171 SOBERANIA NACIONAL,REG. 12 DE INFANTERIA 2049 GUADALUPE OESTE ,S3000,0342 4579120,taller171_santafe@santafe.edu.ar,171
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820358200,TALLER DE EDUCACION MANUAL NRO 173 CARLOS SAAVEDRA LAMAS,ITURRASPE 1361 CANDIOTI NORTE ,S3000,0342 4577030,taller173_santafe@santafe.edu.ar,173
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820358300,TALLER DE EDUCACION MANUAL NRO 176 JUAN TRINCA,PEDRO AVANTHAY 414 9 DE JULIO ,S2300,03492 453060,taller176_rafaela@santafe.edu.ar,176
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820358400,TALLER DE EDUCACION MANUAL NRO 177 29 DE ABRIL,HIPOLITO VIEYTES 5345 CABAL ,S3000,0342 4579129,taller177_santafe@santafe.edu.ar,177
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820358500,TALLER DE EDUCACION MANUAL NRO 178 2 DE ABRIL,AMENABAR 2727 SUR ,S3000,0342 4619936,taller178_santafe@santafe.edu.ar,178
Santa Fe,Estatal,Urbano,SAN JERONIMO,82105,SAN GENARO,82105030,820358600,TALLER DE EDUCACION MANUAL NRO 179 ESTANISLAO LOPEZ,SANTA FE 479  ,S2147,03401 491065,TALLER179_SANGENARO@SANTAFE.EDU.AR,179
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820358700,TALLER DE EDUCACION MANUAL NRO 180 LINO ENEA SPILIMBERGO,AV. VICENTE PEÑALOZA 5025 SCHNEIDER ,S3000,0342 4579143,taller180_santafe@santafe.edu.ar,180
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820358800,TALLER DE EDUCACION MANUAL NRO 181 PUERTO ARGENTINO,LAVAISSE 4315 CIUDADELA NORTE ,S3000,0342 4579145,taller181_santafe@santafe.edu.ar,181
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,HUMBERTO PRIMO,82021034,820358900,TALLER DE EDUCACION MANUAL NRO 182 HORACIO DI-MARTINO,SARA B DE SAMIN 258 SAN JOSE ,S2309,03493 480057,taller182_humbertoprimo@santafe.edu.ar,182
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820359000,TALLER DE EDUCACION MANUAL NRO 185 INGENIERO DA VINCI,NESTOR FERRAZA 2883 ACINDAR COMPLEJO EDUCATIVO ESPERANZA - OVIDIO LAGOS AL 4250,S2000,0341 7805746,taller185_rosario@santafe.edu.ar,185
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820359100,TALLER DE EDUCACION MANUAL NRO 186 FEDERICO ANGEL STEINMAN,PADRE GENESIO 4799 LAS FLORES II ,S3000,0342 4579130,taller186_santafe@santafe.edu.ar,186
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,FRAY LUIS BELTRAN,82119006,820359200,TALLER DE EDUCACION MANUAL NRO 187 DOMINGO BORGHI,AV SAN MARTIN Y MAESTRA BARRAGAN - EX BS.AS.  BATALLON DE ARSENALES BATALLON DE ARSENALES 603 - CASA 16 RUTA NRO 11,S2156,0341 4783335,taller187_frayluisbeltran@santafe.edu.ar,187
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820359300,TALLER DE EDUCACION MANUAL NRO 189 PROFESOR CARLOS VERGARA,RECTOR PEDRO MARTINEZ 1179 EL POZO ENTRE MANZANA 1 Y 20,S3000,0342 4511600,taller189_santafe@santafe.edu.ar,189
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820359700,TALLER DE EDUCACION MANUAL NRO 196,MALVINAS ARGENTINAS 3749 FONAVI SAN GERONIMO MALVINAS ARGENTINAS Y 10 DE JUNIO,S3000,0342 4589467*9467,taller196_santafe@santafe.edu.ar,196
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820359800,TALLER DE EDUCACION MANUAL NRO 198 20 DE JUNIO,FURLONG 8160 LOS TRONCOS ,S3000,0342 4543554,taller198_santafe@santafe.edu.ar,198
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820359900,TALLER DE EDUCACION MANUAL NRO 199 MADRE TERESA DE CALCUTA,SANTA CRUZ 6600  ,S3000,0342 4579144,taller199_santafe@santafe.edu.ar,199
Santa Fe,Estatal,Urbano,IRIONDO,82056,SERODINO,82056022,820360300,CE.C.LA. NRO 9 GENERAL SAN MARTIN,LAS HERAS 914  ,S2216,03476 15618715,cecla9_serodino@santafe.edu.ar,9
Santa Fe,Estatal,Rural,IRIONDO,82056,CARRIZALES,82056004,820360400,CE.C.LA. NRO 10,RIVADAVIA 362  ,S2218,03476 497062,cecla10_carrizales@santafe.edu.ar,10
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820360500,CE.C.LA. NRO 15,AVENIDA DEL ROSARIO 463BIS SALADILLO ,S2000,0341 4729199,cecla15_rosario@santafe.edu.ar,15
Santa Fe,Estatal,Urbano,IRIONDO,82056,CAÑADA DE GOMEZ,82056005,820361200,CE.C.LA. NRO 26 GENERAL ESTANISLAO LOPEZ,SIMON DE IRIONDO 558 SAN JOSE ,S2500,03471 429165,cecla26_canadadegomez@santafe.edu.ar,26
Santa Fe,Estatal,Urbano,VERA,82133,VERA,82133053,820361900,CE.C.LA. NRO 40,LA RIOJA 1847 ITATI ,S3550,03483 420534,cecla40_vera@santafe.edu.ar,40
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,SAN JERONIMO SUD,82119016,820362300,CE.C.LA. NRO 47,LONDRES 515 LOS TRONCOS ,S2136,0341 4941804,cecla47_sanjeronimosud@santafe.edu.ar,47
Santa Fe,Estatal,Urbano,VERA,82133,CALCHAQUI,82133001,820363000,CE.C.LA. NRO 70 MARTIN MIGUEL DE GUEMES,AGUSTIN JUSTO 817 CARLOS GARDEL ,S3050,03483 471321,cecla70_calchaqui@santafe.edu.ar,70
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820363500,CE.C.LA. NRO 78,FRUTOS 3140  ,S3016,0342 4577920,cecla78_santotome@santafe.edu.ar,78
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820363501,CE.C.LA. NRO 42,AVENIDA LUJAN 2153 7 DE MARZO ,S3016,0342 4577920,cecla42_santotome@santafe.edu.ar,42
Santa Fe,Estatal,Urbano,SAN LORENZO,82119,ROLDAN,82119015,820364100,CE.C.LA. NRO 95,SAN MARTIN 944  ,S2134,0341 4711228,cecla95_roldan@santafe.edu.ar,95
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820367300,C.E.P.A. NRO 93,LAPRIDA 6350 SINDICATO DE LA CARNE ,S2000,0341 4729712,CEPA93_ROSARIO@SANTAFE.EDU.AR,93
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,SANTA TERESA,82028021,820368300,C.E.P.A. NRO 115,SAN MARTIN 531  ,S2111,03460 420166,cepa115_santateresa@santafe.edu.ar,115
Santa Fe,Estatal,Urbano,GENERAL LOPEZ,82042,SANTA ISABEL,82042045,820369300,C.E.P.A. NRO 153 DOMINGO FAUSTINO SARMIENTO,CORRIENTES 1421  ,S2605,03462 490124,cepa153_santaisabel@santafe.edu.ar,153
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820369600,C.E.P.A. NRO 162,PASAJE MAGNANO A 6365 MAGNANO ,S2000,0341 4729727,cepa162_rosario@santafe.edu.ar,162
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820369601,CE.C.LA. NRO 61,PASAJE MAGNANO A 6365 MAGNANO ,S2000,0341 4729727,cecla61_rosario@santafe.edu.ar,61
Santa Fe,Estatal,Urbano,SAN MARTIN,82126,EL TREBOL,82126009,820370800,ESCUELA ESPECIAL NRO 2113 EMILIA BERTOLE,CORDOBA 1028  ,S2535,03401 422400,especial2113_eltrebol@santafe.edu.ar,2113
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820371100,E.E.S. ORIENTADA NRO 204 DOMINGO DE ORO,URQUIZA 446 ALBERDI ,S2300,03492 423022,sec204_rafaela@santafe.edu.ar,204
Santa Fe,Estatal,Urbano,IRIONDO,82056,SERODINO,82056022,820371200,E.E.S. ORIENTADA NRO 216 MARIANO MORENO,MARIANO MORENO 542  ,S2216,03476 490227,sec216_serodino@santafe.edu.ar,216
Santa Fe,Estatal,Rural,SAN CRISTOBAL,82091,ARRUFO,82091006,820371300,E.E.S. ORIENTADA NRO 245 SARGENTO JUAN BAUTISTA CABRAL,IGLESIAS J M 152  ,S2344,03491 493356,sec245_arrufo@santafe.edu.ar,245
Santa Fe,Estatal,Rural,SAN JAVIER,82098,LA BRAVA,82098011,820371400,E.E.S. ORIENTADA NRO 313 MARTÍN MIGUEL DE GÜEMES,RUTA PROVINCIAL NRO 39   ZONA RURAL - COLONIA LA BRAVA,S3045,03405 494015,sec313_labrava@santafe.edu.ar,313
Santa Fe,Estatal,Rural,SAN JUSTO,82112,VERA Y PINTADO,82112051,820371500,E.E.S. ORIENTADA NRO 315 MARIANO MORENO,ZONA URBANA   ,S3054,03498 496076,sec315_veraypintado@santafe.edu.ar,315
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTO TOME,82063025,820371600,E.E.S. ORIENTADA NRO 340 REPÚBLICA DEL PERÚ,OBISPO GELABERT 2950 SAN MARTIN ,S3016,0342 4577960,sec340_santotome@santafe.edu.ar,340
Santa Fe,Estatal,Rural,ROSARIO,82084,VILLA AMELIA,82084042,820371700,E.E.S. ORIENTADA NRO 401 DOCTOR JULIO ISIDRO MAIZTEGUI,LARREA 325  ,S2101,03402 492279,sec401_villaamelia@santafe.edu.ar,401
Santa Fe,Estatal,Urbano,ROSARIO,82084,ALVEAR,82084004,820371701,N.R.E.S. ORIENTADA NRO 1401,J. INGENIEROS   CAMINO MONTE FLORES,S2126,0341 4925182,nucleo1401_alvear@santafe.edu.ar,1401
Santa Fe,Estatal,Rural,ROSARIO,82084,LA CAROLINA,82084050,820371702,N.R.E.S. ORIENTADA NRO 2401,"RUTA NRO 18 KM 5,5   LA CAROLINA-PIÑERO",S2119,03402 492279,nucleo2401_pinero@santafe.edu.ar,2401
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820371703,N.R.E.S. ORIENTADA NRO 3401,URIBURU 7500  BAJO HONDO,S2000,0341 4612146,nucleo3401_rosario@santafe.edu.ar,3401
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820371800,E.E.S. ORIENTADA NRO 408 ROBERTO FONTANARROSA,SUPERI 1220 UNION ,S2000,0341 4726548,sec408_rosario@santafe.edu.ar,408
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820371900,E.E.S. ORIENTADA NRO 409 TTE. ALFREDO JORGE VÁZQUEZ,"KAY 375 ANTARTIDA ARGENTINA, FISHERTON ",S2000,0341 4727591,sec409_rosario@santafe.edu.ar,409
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820372000,E.E.S. ORIENTADA NRO 411 LEONIDAS GAMBARTES,PARAGUAY 1243 CENTRO 2DO. PISO,S2000,0341 4721495,sec411_rosario@santafe.edu.ar,411
Santa Fe,Estatal,Urbano,ROSARIO,82084,ROSARIO,82084039,820372100,E.E.S. ORIENTADA NRO 432 BERNARDINO RIVADAVIA,BOULEVARD OROÑO 1145 CENTRO ,S2000,0341 4721433/32,sec432_rosario@santafe.edu.ar,432
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820372600,E.E.M.P.A. NRO 1007 LIBERTAD,CORDOBA 306 CENTRAL CORDOBA ,S2300,03492 453108,eempa1007_rafaela@santafe.edu.ar,1007
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820372601,ANEXO I - E.E.M.P.A. NRO 1007 LIBERTAD,PEDRO AVANTHAY 414 9 DE JULIO ,S2300,- -,eempa6007_rafaela@santafe.edu.ar,1007
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820372602,ANEXO II - E.E.M.P.A. NRO 1007 LIBERTAD,PEDRO AVANTHAY 414 9 DE JULIO ,S2300,03492 425478,eempa7007_rafaela@santafe.edu.ar,1007
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820372603,EXTENSION AULICA E.E.M.P.A. NRO 1007,AMERICA 1345  ,S2300,- -,eempa1007_rafaela@santafe.edu.ar,1007
Santa Fe,Estatal,Urbano,CASTELLANOS,82021,RAFAELA,82021048,820372604,EXTENSION AULICA E.E.M.P.A. NRO 1007,DEAN FUNES 1145  ,S2300,- -,eempa1007_rafaela@santafe.edu.ar,1007
Santa Fe,Estatal,Rural,LAS COLONIAS,82070,ELISA,82070009,820372700,E.E.M.P.A. NRO 1085,JACINTO ARAUZ 340  ,S3029,03498 499431,eempa1085_elisa@santafe.edu.ar,1085
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,NELSON,82063016,820372800,E.E.M.P.A. NRO 1201 GENERAL JOSE DE SAN MARTIN,BELGRANO 1085  ,S3032,0342 4902821,eempa1201_nelson@santafe.edu.ar,1201
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,SANTA TERESA,82028021,820372900,E.E.M.P.A. NRO 1222,SAN MARTIN 531  ,S2111,03460 420166,eempa1222_santateresa@santafe.edu.ar,1222
Santa Fe,Estatal,Rural,CONSTITUCION,82028,CAÑADA RICA,82028004,820372901,ANEXO I - E.E.M.P.A. NRO 1222,25 DE MAYO 470  ,S2105, ,eempa6222_sargentocabral@santafe.edu.ar,1222
Santa Fe,Estatal,Urbano,SAN JERONIMO,82105,SAN GENARO,82105030,820373000,E.E.M.P.A. NRO 1238 RAUL SCALABRINI ORTIZ,GENERAL MITRE 1350  ,S2146,03401  448222,eempa1238_sangenaro@santafe.edu.ar,1238
Santa Fe,Estatal,Urbano,CASEROS,82014,BERAVEBU,82014004,820373100,E.E.M.P.A. NRO 1259 MANUEL BELGRANO,ALVEAR 228  ,S2639,03465 494230,EEMPA1259_BERABEVU@SANTAFE.EDU.AR,1259
Santa Fe,Estatal,Rural,CASEROS,82014,GODEKEN,82014011,820373101,ANEXO I - E.E.M.P.A. NRO 1259,CALLE 24 684  ,S2639,03465 498104,eempa6259_godeken@santafe.edu.ar,1259
Santa Fe,Estatal,Urbano,CONSTITUCION,82028,PEYRANO,82028019,820373200,E.E.M.P.A. NRO 1264 PRESBITERO PEDRO DIEZ,CORDOBA 930  ,S2113,03460 470038,eempa1264_peyrano@santafe.edu.ar,1264
Santa Fe,Estatal,Rural,VERA,82133,TARTAGAL,82133051,820373300,E.E.M.P.A. NRO 1272,CALLE PUBLICA S/N   ZONA URBANA- EL TAJAMAR DIST.5,S3565,03482 15547828,eempa1272_tartagal@santafe.edu.ar,1272
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820373400,E.E.M.P.A. NRO 1300,TUCUMAN 3560 ROMA ,S3000,0342 4572362,eempa1300_santafe@santafe.edu.ar,1300
Santa Fe,Estatal,Urbano,LA CAPITAL,82063,SANTA FE,82063024,820373402,EXTENSION AULICA E.E.M.P.A. NRO 1300,TUCUMAN  4349  ASOCIACION CIVIL LAZOS,S3000,- -,eempa1300_santafe@santafe.edu.ar,1300
Santa Fe,Estatal,Urbano,ROSARIO,82084,ALVAREZ,82084003,820373500,E.E.M.P.A. NRO 1303,BV N ALVAREZ 755  ,S2107,0342 461025,eempa1303_alvarez@santafe.edu.ar,1303
Santa Fe,Estatal,Urbano,ROSARIO,82084,ACEBAL,82084001,820373502,ANEXO II - E.E.M.P.A. NRO 1303,BV SIMON IRIONDO 1051  ,S2109,03469 420081,eempa7303_acebal@santafe.edu.ar,1303
